Entity,Code,Year,"Age-standardized deaths from pancreas cancer in both sexes in those aged all ages per 100,000 people"
Saint Lucia,LCA,2016,4.377266
Saint Lucia,LCA,2017,5.4483337
Saint Lucia,LCA,2018,5.3206244
Saint Lucia,LCA,2019,5.1307516
Saint Lucia,LCA,2020,3.609479
Saint Vincent and the Grenadines,VCT,1990,1.6716912
Saint Vincent and the Grenadines,VCT,2000,3.2058382
Saint Vincent and the Grenadines,VCT,2001,1.108325
Saint Vincent and the Grenadines,VCT,2002,8.754171
Saint Vincent and the Grenadines,VCT,2003,4.441992
Saint Vincent and the Grenadines,VCT,2004,9.817912
Saint Vincent and the Grenadines,VCT,2005,2.3600588
Saint Vincent and the Grenadines,VCT,2006,3.0036697
Saint Vincent and the Grenadines,VCT,2007,3.9161813
Saint Vincent and the Grenadines,VCT,2008,5.0997324
Saint Vincent and the Grenadines,VCT,2009,1.9262899
Saint Vincent and the Grenadines,VCT,2010,4.364372
Saint Vincent and the Grenadines,VCT,2011,4.3320894
Saint Vincent and the Grenadines,VCT,2012,6.2116594
Saint Vincent and the Grenadines,VCT,2013,2.6266048
Saint Vincent and the Grenadines,VCT,2014,6.508105
Saint Vincent and the Grenadines,VCT,2015,4.0852003
Saint Vincent and the Grenadines,VCT,2016,3.9936163
Saint Vincent and the Grenadines,VCT,2017,12.580631
Saint Vincent and the Grenadines,VCT,2018,4.4484744
Saint Vincent and the Grenadines,VCT,2019,3.17489
Saint Vincent and the Grenadines,VCT,2020,2.2243667
Saint Vincent and the Grenadines,VCT,2021,4.843386
Saint Vincent and the Grenadines,VCT,2022,5.380188
Sao Tome and Principe,STP,1984,0
Sao Tome and Principe,STP,1985,0
Sao Tome and Principe,STP,1987,0
Saudi Arabia,SAU,2021,1.9096074
Saudi Arabia,SAU,2022,2.8136938
Saudi Arabia,SAU,2023,4.32537
Serbia,SRB,1998,6.1450934
Serbia,SRB,1999,6.228307
Serbia,SRB,2000,5.943323
Serbia,SRB,2001,6.0498443
Serbia,SRB,2002,6.475487
Serbia,SRB,2003,6.5976367
Serbia,SRB,2004,6.4706974
Serbia,SRB,2005,7.442474
Serbia,SRB,2006,6.843367
Serbia,SRB,2007,7.059588
Serbia,SRB,2008,7.5271573
Serbia,SRB,2009,7.40772
Serbia,SRB,2010,7.987409
Serbia,SRB,2011,7.58273
Serbia,SRB,2012,7.6124344
Serbia,SRB,2013,7.4444284
Serbia,SRB,2014,7.320155
Serbia,SRB,2015,7.81993
Serbia,SRB,2016,7.8256497
Serbia,SRB,2017,7.699292
Serbia,SRB,2018,7.9213824
Serbia,SRB,2019,8.060916
Serbia,SRB,2020,7.778906
Serbia,SRB,2021,7.720678
Serbia,SRB,2022,7.7738757
Serbia,SRB,2023,8.176795
Seychelles,SYC,1985,2.393158
Seychelles,SYC,1986,2.2625
Seychelles,SYC,1987,4.786316
Seychelles,SYC,2001,1.2198242
Seychelles,SYC,2002,2.3984282
Seychelles,SYC,2003,3.4705937
Seychelles,SYC,2004,5.757019
Seychelles,SYC,2005,1.1644411
Seychelles,SYC,2006,6.5724583
Seychelles,SYC,2007,0
Seychelles,SYC,2008,25.772278
Seychelles,SYC,2009,10.014464
Seychelles,SYC,2010,1.9923286
Seychelles,SYC,2011,8.709701
Seychelles,SYC,2012,2.80156
Seychelles,SYC,2013,1.0129439
Seychelles,SYC,2014,6.5218153
Seychelles,SYC,2015,2.7792997
Seychelles,SYC,2016,8.410648
Seychelles,SYC,2017,7.4578533
Seychelles,SYC,2019,5.6221843
Seychelles,SYC,2020,6.548276
Seychelles,SYC,2021,5.1260552
Singapore,SGP,1979,2.7277794
Singapore,SGP,1980,3.0998437
Singapore,SGP,1981,3.201163
Singapore,SGP,1982,4.1743827
Singapore,SGP,1983,5.5131736
Singapore,SGP,1984,3.6243877
Singapore,SGP,1985,5.3789687
Singapore,SGP,1986,5.3226585
Singapore,SGP,1987,4.1692066
Singapore,SGP,1988,3.8835044
Singapore,SGP,1989,4.802601
Singapore,SGP,1990,4.6238046
Singapore,SGP,1991,4.9773097
Singapore,SGP,1992,3.863929
Singapore,SGP,1993,3.3269124
Singapore,SGP,1994,5.088481
Singapore,SGP,1995,4.208738
Singapore,SGP,1996,5.1293764
Singapore,SGP,1997,4.8167176
Singapore,SGP,1998,5.0162206
Singapore,SGP,1999,4.2082844
Singapore,SGP,2000,4.7966824
Singapore,SGP,2001,5.8314333
Singapore,SGP,2002,5.233377
Singapore,SGP,2003,5.4529047
Singapore,SGP,2004,4.720109
Singapore,SGP,2005,5.2165227
Singapore,SGP,2006,5.1491814
Singapore,SGP,2007,6.19918
Singapore,SGP,2008,5.1739197
Singapore,SGP,2009,5.6081786
Singapore,SGP,2010,5.5864625
Singapore,SGP,2011,6.207414
Singapore,SGP,2012,5.830365
Singapore,SGP,2013,5.5668826
Singapore,SGP,2014,5.2733083
Singapore,SGP,2015,6.230423
Singapore,SGP,2016,5.4660215
Singapore,SGP,2017,5.7809515
Singapore,SGP,2018,6.3037953
Singapore,SGP,2019,5.680013
Singapore,SGP,2020,5.9568367
Singapore,SGP,2021,6.5935316
Singapore,SGP,2022,6.171964
Slovakia,SVK,1992,7.913795
Slovakia,SVK,1993,7.74939
Slovakia,SVK,1994,7.325561
Slovakia,SVK,1995,7.154457
Slovakia,SVK,1996,7.3067126
Slovakia,SVK,1997,7.775612
Slovakia,SVK,1998,8.876994
Slovakia,SVK,1999,7.6885056
Slovakia,SVK,2000,8.363006
Slovakia,SVK,2001,8.538161
Slovakia,SVK,2002,7.607187
Slovakia,SVK,2003,8.207306
Slovakia,SVK,2004,7.6141324
Slovakia,SVK,2005,9.000889
Slovakia,SVK,2006,8.911309
Slovakia,SVK,2007,9.07873
Slovakia,SVK,2008,9.022992
Slovakia,SVK,2009,8.928416
Slovakia,SVK,2010,9.114268
Slovakia,SVK,2012,9.023206
Slovakia,SVK,2013,8.373608
Slovakia,SVK,2014,9.326102
Slovakia,SVK,2016,8.933558
Slovakia,SVK,2017,9.205663
Slovakia,SVK,2018,8.984236
Slovakia,SVK,2019,8.719803
Slovakia,SVK,2020,9.667569
Slovakia,SVK,2021,8.882925
Slovakia,SVK,2022,8.715105
Slovakia,SVK,2023,8.616035
Slovenia,SVN,1985,6.262241
Slovenia,SVN,1986,5.9664865
Slovenia,SVN,1987,5.9626894
Slovenia,SVN,1988,5.947878
Slovenia,SVN,1989,6.6360116
Slovenia,SVN,1990,7.359506
Slovenia,SVN,1991,7.5292025
Slovenia,SVN,1992,7.9957056
Slovenia,SVN,1993,8.089874
Slovenia,SVN,1994,6.597271
Slovenia,SVN,1995,6.409506
Slovenia,SVN,1996,7.926673
Slovenia,SVN,1997,8.474812
Slovenia,SVN,1998,7.2686224
Slovenia,SVN,1999,7.13948
Slovenia,SVN,2000,7.612407
Slovenia,SVN,2001,7.8722005
Slovenia,SVN,2002,7.6860895
Slovenia,SVN,2003,7.257484
Slovenia,SVN,2004,7.164055
Slovenia,SVN,2005,7.595084
Slovenia,SVN,2006,8.73059
Slovenia,SVN,2007,8.34601
Slovenia,SVN,2008,9.051463
Slovenia,SVN,2009,8.568918
Slovenia,SVN,2010,9.186705
Slovenia,SVN,2011,9.007981
Slovenia,SVN,2012,8.338427
Slovenia,SVN,2013,8.2520485
Slovenia,SVN,2014,8.789732
Slovenia,SVN,2015,8.512854
Slovenia,SVN,2016,8.417746
Slovenia,SVN,2017,8.172169
Slovenia,SVN,2018,8.460783
Slovenia,SVN,2019,8.257923
Slovenia,SVN,2020,8.542803
Slovenia,SVN,2021,7.5860887
Slovenia,SVN,2022,8.167155
Slovenia,SVN,2023,7.9632664
South Africa,ZAF,1996,3.8978372
South Africa,ZAF,1997,3.5108724
South Africa,ZAF,1998,3.8454528
South Africa,ZAF,1999,3.8923202
South Africa,ZAF,2000,3.868182
South Africa,ZAF,2001,4.1634464
South Africa,ZAF,2002,4.109815
South Africa,ZAF,2003,4.126533
South Africa,ZAF,2004,4.047043
South Africa,ZAF,2005,4.2379556
South Africa,ZAF,2006,4.0560465
South Africa,ZAF,2007,4.3557873
South Africa,ZAF,2008,3.956897
South Africa,ZAF,2009,4.186659
South Africa,ZAF,2010,4.231821
South Africa,ZAF,2011,4.1326275
South Africa,ZAF,2012,4.0586605
South Africa,ZAF,2013,3.788624
South Africa,ZAF,2014,3.8574169
South Africa,ZAF,2015,4.2029123
South Africa,ZAF,2016,4.1109657
South Africa,ZAF,2017,4.063741
South Africa,ZAF,2018,4.2115335
South Africa,ZAF,2019,4.17008
South Africa,ZAF,2020,3.7524586
South Korea,KOR,1985,2.350274
South Korea,KOR,1986,2.5523982
South Korea,KOR,1987,2.6078176
South Korea,KOR,1988,3.1809874
South Korea,KOR,1989,3.425299
South Korea,KOR,1990,3.6806
South Korea,KOR,1991,3.8254304
South Korea,KOR,1992,4.5224257
South Korea,KOR,1993,5.0441494
South Korea,KOR,1994,5.577972
South Korea,KOR,1995,5.498063
South Korea,KOR,1996,5.4496846
South Korea,KOR,1997,6.1450014
South Korea,KOR,1998,5.677447
South Korea,KOR,1999,6.2172227
South Korea,KOR,2000,6.450651
South Korea,KOR,2001,6.508407
South Korea,KOR,2002,6.34693
South Korea,KOR,2003,6.310611
South Korea,KOR,2004,6.2064686
South Korea,KOR,2005,6.62892
South Korea,KOR,2006,6.4755096
South Korea,KOR,2007,6.4176974
South Korea,KOR,2008,6.4220176
South Korea,KOR,2009,6.604818
South Korea,KOR,2010,6.702611
South Korea,KOR,2011,6.534758
South Korea,KOR,2012,6.811588
South Korea,KOR,2013,6.584386
South Korea,KOR,2014,6.6327906
South Korea,KOR,2015,6.7633395
South Korea,KOR,2016,6.6891236
South Korea,KOR,2017,6.5853376
South Korea,KOR,2018,6.5328436
South Korea,KOR,2019,6.6635804
South Korea,KOR,2020,6.753887
South Korea,KOR,2021,6.6208377
South Korea,KOR,2022,6.7301965
Spain,ESP,1980,3.6557577
Spain,ESP,1981,3.9189408
Spain,ESP,1982,4.010873
Spain,ESP,1983,3.9605389
Spain,ESP,1984,4.41561
Spain,ESP,1985,4.531342
Spain,ESP,1986,4.607704
Spain,ESP,1987,4.7395325
Spain,ESP,1988,4.784602
Spain,ESP,1989,4.9073405
Spain,ESP,1990,5.07989
Spain,ESP,1991,5.0016932
Spain,ESP,1992,5.059516
Spain,ESP,1993,5.184843
Spain,ESP,1994,5.493084
Spain,ESP,1995,5.239584
Spain,ESP,1996,5.3318176
Spain,ESP,1997,5.446311
Spain,ESP,1998,5.3753204
Spain,ESP,1999,5.528176
Spain,ESP,2000,5.584487
Spain,ESP,2001,5.835926
Spain,ESP,2002,5.753512
Spain,ESP,2003,5.8620005
Spain,ESP,2004,5.8590636
Spain,ESP,2005,5.77008
Spain,ESP,2006,6.0154905
Spain,ESP,2007,6.0263133
Spain,ESP,2008,6.156534
Spain,ESP,2009,6.1112475
Spain,ESP,2010,6.4805827
Spain,ESP,2011,6.4364557
Spain,ESP,2012,6.4725533
Spain,ESP,2013,6.3624964
Spain,ESP,2014,6.5349536
Spain,ESP,2015,6.515637
Spain,ESP,2016,6.7841587
Spain,ESP,2017,6.7692423
Spain,ESP,2018,6.880193
Spain,ESP,2019,6.8883343
Spain,ESP,2020,6.9071846
Spain,ESP,2021,6.9594145
Spain,ESP,2022,7.160082
Spain,ESP,2023,7.0791593
Sri Lanka,LKA,1980,0.16968752
Sri Lanka,LKA,1981,0.2301224
Sri Lanka,LKA,1982,0.18570279
Sri Lanka,LKA,1983,0.17796452
Sri Lanka,LKA,1984,0.21852598
Sri Lanka,LKA,1985,0.18526155
Sri Lanka,LKA,1986,0.3058201
Sri Lanka,LKA,1996,0.30421516
Sri Lanka,LKA,1997,0.19460426
Sri Lanka,LKA,1998,0.19843464
Sri Lanka,LKA,1999,0.17255656
Sri Lanka,LKA,2000,0.30721045
Sri Lanka,LKA,2001,0.21363568
Sri Lanka,LKA,2002,0.21288177
Sri Lanka,LKA,2003,0.30589545
Sri Lanka,LKA,2004,0.3026895
Sri Lanka,LKA,2005,0.38086733
Sri Lanka,LKA,2006,0.42545578
Sri Lanka,LKA,2007,0.55934614
Sri Lanka,LKA,2009,0.5193631
Sri Lanka,LKA,2010,0.5619616
Sri Lanka,LKA,2011,0.6154412
Sri Lanka,LKA,2012,0.65441126
Sri Lanka,LKA,2013,0.5477324
Sri Lanka,LKA,2014,0.73527
Sri Lanka,LKA,2015,0.5778722
Sri Lanka,LKA,2019,0.7986784
Suriname,SUR,1995,1.1984432
Suriname,SUR,1996,2.6756587
Suriname,SUR,1997,3.2274184
Suriname,SUR,1998,2.7762947
Suriname,SUR,1999,1.7719634
Suriname,SUR,2000,1.8369142
Suriname,SUR,2001,2.8903306
Suriname,SUR,2002,5.4031606
Suriname,SUR,2003,3.338031
Suriname,SUR,2004,4.5628457
Suriname,SUR,2005,2.694541
Suriname,SUR,2006,1.4209424
Suriname,SUR,2007,3.2753432
Suriname,SUR,2008,3.1847808
Suriname,SUR,2009,3.8458004
Suriname,SUR,2010,6.6387873
Suriname,SUR,2011,3.1433747
Suriname,SUR,2012,3.2101998
Suriname,SUR,2013,4.768296
Suriname,SUR,2014,2.8450449
Sweden,SWE,1987,8.869196
Sweden,SWE,1988,8.957831
Sweden,SWE,1989,8.760563
Sweden,SWE,1990,8.3494425
Sweden,SWE,1991,8.275888
Sweden,SWE,1992,8.077395
Sweden,SWE,1993,8.729186
Sweden,SWE,1994,8.216182
Sweden,SWE,1995,8.1632805
Sweden,SWE,1996,8.382853
Sweden,SWE,1997,8.039015
Sweden,SWE,1998,7.941184
Sweden,SWE,1999,7.5999427
Sweden,SWE,2000,8.23389
Sweden,SWE,2001,8.051486
Sweden,SWE,2002,8.107863
Sweden,SWE,2003,7.9078493
Sweden,SWE,2004,7.9585752
Sweden,SWE,2005,8.127967
Sweden,SWE,2006,8.449813
Sweden,SWE,2007,8.179648
Sweden,SWE,2008,8.154371
Sweden,SWE,2009,7.8270793
Sweden,SWE,2010,7.825447
Sweden,SWE,2011,7.8045845
Sweden,SWE,2012,8.192667
Sweden,SWE,2013,8.141804
Sweden,SWE,2014,8.489152
Sweden,SWE,2015,8.420415
Sweden,SWE,2016,7.765209
Sweden,SWE,2017,8.211094
Sweden,SWE,2018,8.0698805
Sweden,SWE,2019,8.203075
Sweden,SWE,2020,8.329447
Sweden,SWE,2021,8.124411
Sweden,SWE,2022,8.213962
Sweden,SWE,2023,7.856192
Switzerland,CHE,1995,6.7962427
Switzerland,CHE,1996,6.5644264
Switzerland,CHE,1997,6.774772
Switzerland,CHE,1998,6.7611747
Switzerland,CHE,1999,6.8511143
Switzerland,CHE,2000,6.7574925
Switzerland,CHE,2001,6.509247
Switzerland,CHE,2002,7.199865
Switzerland,CHE,2003,6.7079606
Switzerland,CHE,2004,6.397236
Switzerland,CHE,2005,6.7372546
Switzerland,CHE,2006,6.6060224
Switzerland,CHE,2007,7.044501
Switzerland,CHE,2008,6.8602657
Switzerland,CHE,2009,7.2454147
Switzerland,CHE,2010,7.5849075
Switzerland,CHE,2011,7.032549
Switzerland,CHE,2012,7.144014
Switzerland,CHE,2013,7.3483653
Switzerland,CHE,2014,7.1805673
Switzerland,CHE,2015,7.369756
Switzerland,CHE,2016,8.05111
Switzerland,CHE,2017,7.621315
Switzerland,CHE,2018,7.7416263
Switzerland,CHE,2019,7.5418167
Switzerland,CHE,2020,7.0149736
Switzerland,CHE,2021,7.678938
Switzerland,CHE,2022,7.2986755
Switzerland,CHE,2023,7.112763
Syria,SYR,1998,1.0745033
Syria,SYR,1999,0.9369291
Syria,SYR,2000,0.7341036
Syria,SYR,2001,0.64754874
Syria,SYR,2002,1.0249386
Syria,SYR,2003,1.2254448
Syria,SYR,2004,1.6053021
Syria,SYR,2005,1.4315231
Syria,SYR,2006,1.1642785
Syria,SYR,2007,1.4995197
Syria,SYR,2008,2.2437804
Syria,SYR,2009,2.2424645
Syria,SYR,2010,1.5362488
Tajikistan,TJK,2016,1.3999454
Tajikistan,TJK,2017,0.8897757
Tajikistan,TJK,2018,0.94802064
Tajikistan,TJK,2019,1.4300228
Tajikistan,TJK,2020,1.229052
Tajikistan,TJK,2021,1.3391565
Tajikistan,TJK,2022,0.9768302
Thailand,THA,1979,0.16632582
Thailand,THA,1980,0.17369509
Thailand,THA,1981,0.2087616
Thailand,THA,1982,0.19831233
Thailand,THA,1983,0.24835265
Thailand,THA,1984,0.22933592
Thailand,THA,1985,0.19300899
Thailand,THA,1986,0.20696461
Thailand,THA,1987,0.23742259
Thailand,THA,1990,0.23270857
Thailand,THA,1991,0.3345719
Thailand,THA,1992,0.35798946
Thailand,THA,1994,0.44285715
Thailand,THA,1995,0.30218235
Thailand,THA,1996,0.3061607
Thailand,THA,1997,0.18703865
Thailand,THA,1998,0.3872307
Thailand,THA,1999,0.9644441
Thailand,THA,2000,0.8691302
Thailand,THA,2002,1.0452762
Thailand,THA,2003,1.1533796
Thailand,THA,2004,0.8818042
Thailand,THA,2005,0.9330195
Thailand,THA,2006,0.8921268
Thailand,THA,2007,1.0574901
Thailand,THA,2008,1.1020677
Thailand,THA,2009,1.1488904
Thailand,THA,2010,1.1636169
Thailand,THA,2011,1.2871859
Thailand,THA,2012,1.2761441
Thailand,THA,2013,1.4375972
Thailand,THA,2014,1.5186075
Thailand,THA,2015,1.4810479
Thailand,THA,2016,1.4750096
Thailand,THA,2017,1.5888681
Thailand,THA,2018,1.7968731
Thailand,THA,2019,1.7753888
Thailand,THA,2021,1.7023413
Thailand,THA,2023,1.8300347
Trinidad and Tobago,TTO,1999,4.7402544
Trinidad and Tobago,TTO,2000,5.619171
Trinidad and Tobago,TTO,2001,4.9375386
Trinidad and Tobago,TTO,2002,4.666267
Trinidad and Tobago,TTO,2003,3.8145874
Trinidad and Tobago,TTO,2004,5.1800127
Trinidad and Tobago,TTO,2005,6.037003
Trinidad and Tobago,TTO,2006,5.789204
Trinidad and Tobago,TTO,2007,5.4083285
Trinidad and Tobago,TTO,2008,5.747018
Trinidad and Tobago,TTO,2009,5.8573236
Trinidad and Tobago,TTO,2010,5.0467334
Trinidad and Tobago,TTO,2011,4.4924636
Trinidad and Tobago,TTO,2012,4.3842344
Trinidad and Tobago,TTO,2013,4.700948
Trinidad and Tobago,TTO,2014,4.834506
Trinidad and Tobago,TTO,2015,5.235591
Trinidad and Tobago,TTO,2016,4.9757357
Trinidad and Tobago,TTO,2017,5.3533454
Trinidad and Tobago,TTO,2018,5.327805
Trinidad and Tobago,TTO,2019,5.4156265
Trinidad and Tobago,TTO,2020,3.7112446
Turkey,TUR,2009,4.6434135
Turkey,TUR,2010,4.921267
Turkey,TUR,2011,5.208199
Turkey,TUR,2012,5.114066
Turkey,TUR,2013,5.9885373
Turkey,TUR,2014,5.7232575
Turkey,TUR,2015,5.7882338
Turkey,TUR,2016,5.842452
Turkey,TUR,2017,5.8510995
Turkey,TUR,2018,5.669866
Turkey,TUR,2019,5.609968
Turkey,TUR,2020,5.259157
Turkey,TUR,2021,5.22057
Turkey,TUR,2022,5.0884647
Turkey,TUR,2023,5.1774306
Turkmenistan,TKM,2000,0.6851048
Turkmenistan,TKM,2001,0.5937791
Turkmenistan,TKM,2002,0.75667214
Turkmenistan,TKM,2003,1.1448296
Turkmenistan,TKM,2004,0.9550035
Turkmenistan,TKM,2005,1.0546961
Turkmenistan,TKM,2006,1.0708412
Turkmenistan,TKM,2007,1.1631097
Turkmenistan,TKM,2008,1.5903578
Turkmenistan,TKM,2009,1.5611376
Turkmenistan,TKM,2010,2.0451233
Turkmenistan,TKM,2011,1.8900803
Turkmenistan,TKM,2012,2.126869
Turkmenistan,TKM,2013,1.4523638
Turkmenistan,TKM,2014,1.9178407
Turkmenistan,TKM,2015,2.6466558
Ukraine,UKR,2005,5.9225473
Ukraine,UKR,2006,5.6977324
Ukraine,UKR,2007,5.7136297
Ukraine,UKR,2008,5.889248
Ukraine,UKR,2009,5.7317443
Ukraine,UKR,2010,5.921218
Ukraine,UKR,2011,6.2844114
Ukraine,UKR,2012,6.3945565
Ukraine,UKR,2014,6.3764744
Ukraine,UKR,2015,5.9325123
Ukraine,UKR,2017,6.0669923
Ukraine,UKR,2018,6.224382
Ukraine,UKR,2019,6.1943464
United Arab Emirates,ARE,2018,0
United Arab Emirates,ARE,2019,2.2908902
United Arab Emirates,ARE,2020,2.1372333
United Arab Emirates,ARE,2023,3.343576
United Kingdom,GBR,1979,7.5882535
United Kingdom,GBR,1980,7.595189
United Kingdom,GBR,1981,7.125642
United Kingdom,GBR,1982,7.0330553
United Kingdom,GBR,1983,7.1432633
United Kingdom,GBR,1984,7.311785
United Kingdom,GBR,1985,7.24488
United Kingdom,GBR,1986,7.133679
United Kingdom,GBR,1987,7.124077
United Kingdom,GBR,1988,7.036253
United Kingdom,GBR,1989,7.08292
United Kingdom,GBR,1990,7.12734
United Kingdom,GBR,1991,6.7349277
United Kingdom,GBR,1992,6.8026133
United Kingdom,GBR,1993,6.6536293
United Kingdom,GBR,1994,6.397243
United Kingdom,GBR,1995,6.425301
United Kingdom,GBR,1996,6.4014854
United Kingdom,GBR,1997,6.283042
United Kingdom,GBR,1998,6.2687244
United Kingdom,GBR,1999,6.358539
United Kingdom,GBR,2000,6.534553
United Kingdom,GBR,2001,6.324607
United Kingdom,GBR,2002,6.375217
United Kingdom,GBR,2003,6.4360366
United Kingdom,GBR,2004,6.384556
United Kingdom,GBR,2005,6.4970264
United Kingdom,GBR,2006,6.5051594
United Kingdom,GBR,2007,6.7769957
United Kingdom,GBR,2008,6.688051
United Kingdom,GBR,2009,6.762052
United Kingdom,GBR,2010,6.554451
United Kingdom,GBR,2011,6.803883
United Kingdom,GBR,2012,6.914649
United Kingdom,GBR,2013,6.710036
United Kingdom,GBR,2014,6.762769
United Kingdom,GBR,2015,6.750392
United Kingdom,GBR,2016,6.885494
United Kingdom,GBR,2017,6.8543315
United Kingdom,GBR,2018,6.996643
United Kingdom,GBR,2019,6.7313337
United Kingdom,GBR,2020,6.9013433
United Kingdom,GBR,2021,6.599817
United States,USA,1979,7.448006
United States,USA,1980,7.384176
United States,USA,1981,7.4105363
United States,USA,1982,7.337143
United States,USA,1983,7.3983817
United States,USA,1984,7.4364524
United States,USA,1985,7.294237
United States,USA,1986,7.2487464
United States,USA,1987,7.2190137
United States,USA,1988,7.130363
United States,USA,1989,7.188202
United States,USA,1990,7.339203
United States,USA,1991,7.3018126
United States,USA,1992,7.337008
United States,USA,1993,7.3042274
United States,USA,1994,7.296845
United States,USA,1995,7.163051
United States,USA,1996,7.164742
United States,USA,1997,7.1798077
United States,USA,1998,7.205504
United States,USA,1999,7.3318677
United States,USA,2000,7.201781
United States,USA,2001,7.1671424
United States,USA,2002,7.160282
United States,USA,2003,7.1483097
United States,USA,2004,7.2567987
United States,USA,2005,7.3246784
United States,USA,2006,7.3488226
United States,USA,2007,7.3532586
United States,USA,2008,7.4790077
United States,USA,2009,7.4236264
United States,USA,2010,7.483397
United States,USA,2011,7.396017
United States,USA,2012,7.5001254
United States,USA,2013,7.365601
United States,USA,2014,7.4786396
United States,USA,2015,7.52813
United States,USA,2016,7.551087
United States,USA,2017,7.5954294
United States,USA,2018,7.563703
United States,USA,2019,7.575256
United States,USA,2020,7.527472
United States,USA,2021,7.543507
United States,USA,2022,7.454769
Uruguay,URY,1997,7.818727
Uruguay,URY,1998,7.814336
Uruguay,URY,1999,8.18986
Uruguay,URY,2000,8.399994
Uruguay,URY,2001,7.801057
Uruguay,URY,2002,8.886845
Uruguay,URY,2003,8.404522
Uruguay,URY,2004,8.109635
Uruguay,URY,2005,8.239782
Uruguay,URY,2006,8.294606
Uruguay,URY,2007,8.296509
Uruguay,URY,2008,8.580049
Uruguay,URY,2009,8.942796
Uruguay,URY,2010,8.785244
Uruguay,URY,2012,9.044697
Uruguay,URY,2013,9.552234
Uruguay,URY,2014,9.899161
Uruguay,URY,2015,9.9214735
Uruguay,URY,2016,10.549215
Uruguay,URY,2017,9.745007
Uruguay,URY,2018,9.449152
Uruguay,URY,2019,10.246032
Uruguay,URY,2020,10.884413
Uruguay,URY,2021,10.2628355
Uruguay,URY,2022,9.94267
Uzbekistan,UZB,2004,1.4096215
Uzbekistan,UZB,2005,1.3891829
Uzbekistan,UZB,2009,1.3357284
Uzbekistan,UZB,2010,1.2221298
Uzbekistan,UZB,2011,1.4483926
Uzbekistan,UZB,2012,1.4237676
Uzbekistan,UZB,2013,1.6887499
Uzbekistan,UZB,2014,1.7542113
Uzbekistan,UZB,2015,2.0826075
Uzbekistan,UZB,2016,1.8337405
Uzbekistan,UZB,2017,2.1487384
Uzbekistan,UZB,2018,2.2240007
Uzbekistan,UZB,2019,2.4048579
Uzbekistan,UZB,2020,2.6514823
Uzbekistan,UZB,2021,1.9047332
Uzbekistan,UZB,2022,1.8644705
Uzbekistan,UZB,2023,1.7539779
Venezuela,VEN,1996,4.0909376
Venezuela,VEN,1997,4.0299
Venezuela,VEN,1998,3.7431617
Venezuela,VEN,1999,3.829558
Venezuela,VEN,2000,3.9309666
Venezuela,VEN,2001,3.8715568
Venezuela,VEN,2002,3.8120816
Venezuela,VEN,2003,3.841229
Venezuela,VEN,2004,3.4114568
Venezuela,VEN,2005,3.9888754
Venezuela,VEN,2006,3.8324697
Venezuela,VEN,2007,3.8711655
Venezuela,VEN,2008,4.0271916
Venezuela,VEN,2009,3.9522312
Venezuela,VEN,2010,3.9364634
Venezuela,VEN,2011,4.234565
Venezuela,VEN,2012,4.06379
Venezuela,VEN,2013,4.084356
Venezuela,VEN,2014,4.2340713
Venezuela,VEN,2015,3.976205
Venezuela,VEN,2016,4.118549
